accident_id,duration_minutes,vehicles_involved,full_datetime,year,month,hour,day_of_week,is_night,is_weekend,city,road_type,severity,weather
ACC-007220,41.4,4,2024-04-18 15:00:00,2024,4,15,Thursday,0,0,Ho Chi Minh City,Urban Street,Moderate,Fog
ACC-007221,19.0,2,2023-07-26 05:00:00,2023,7,5,Wednesday,1,0,Nha Trang,Bridge,Minor,Clear
ACC-007224,28.1,2,2023-02-01 00:00:00,2023,2,0,Wednesday,1,0,Hanoi,Bridge,Minor,Clear
ACC-007228,22.7,3,2024-03-08 20:00:00,2024,3,20,Friday,0,0,Ho Chi Minh City,Residential,Minor,Rain
ACC-011553,98.5,3,2024-03-08 20:00:00,2024,3,20,Friday,0,0,Hanoi,Intersection,Severe,Rain
ACC-017924,12.7,1,2024-03-08 20:00:00,2024,3,20,Friday,0,0,Ho Chi Minh City,Residential,Minor,Clear
ACC-007229,21.1,1,2025-06-21 18:00:00,2025,6,18,Saturday,0,1,Ho Chi Minh City,Bridge,Minor,Fog
ACC-009886,22.6,3,2025-06-21 18:00:00,2025,6,18,Saturday,0,1,Ho Chi Minh City,Residential,Minor,Clear
ACC-021850,16.4,3,2025-06-21 18:00:00,2025,6,18,Saturday,0,1,Ho Chi Minh City,Residential,Minor,Clear
ACC-023551,63.9,3,2025-06-21 18:00:00,2025,6,18,Saturday,0,1,Hanoi,Residential,Moderate,Fog
ACC-007230,19.7,3,2024-04-14 17:00:00,2024,4,17,Sunday,0,1,Hai Phong,Intersection,Minor,Clear
ACC-019670,22.4,2,2024-04-14 17:00:00,2024,4,17,Sunday,0,1,Hai Phong,Residential,Minor,Clear
ACC-007231,25.6,4,2024-06-15 17:00:00,2024,6,17,Saturday,0,1,Can Tho,Intersection,Minor,Fog
ACC-011814,160.7,1,2024-06-15 17:00:00,2024,6,17,Saturday,0,1,Ho Chi Minh City,Urban Street,Fatal,Fog
ACC-013713,7.1,2,2024-06-15 17:00:00,2024,6,17,Saturday,0,1,Ho Chi Minh City,Bridge,Minor,Clear
ACC-015611,58.1,4,2024-06-15 17:00:00,2024,6,17,Saturday,0,1,Hanoi,Residential,Moderate,Clear
ACC-007232,150.6,4,2023-09-09 19:00:00,2023,9,19,Saturday,0,1,Hanoi,Highway,Fatal,Clear
ACC-013402,14.4,4,2023-09-09 19:00:00,2023,9,19,Saturday,0,1,Hai Phong,Residential,Moderate,Clear
ACC-025822,17.5,2,2023-09-09 19:00:00,2023,9,19,Saturday,0,1,Da Nang,Urban Street,Minor,Clear
ACC-007235,148.4,4,2023-12-04 21:00:00,2023,12,21,Monday,0,0,Hanoi,Intersection,Severe,Rain
ACC-008851,92.2,3,2023-12-04 21:00:00,2023,12,21,Monday,0,0,Can Tho,Bridge,Severe,Clear
ACC-007237,9.8,1,2023-11-12 03:00:00,2023,11,3,Sunday,1,1,Hanoi,Residential,Moderate,Storm
ACC-021994,26.9,3,2023-11-12 03:00:00,2023,11,3,Sunday,1,1,Da Nang,Urban Street,Minor,Rain
ACC-007242,77.3,2,2025-05-14 04:00:00,2025,5,4,Wednesday,1,0,Ho Chi Minh City,Highway,Severe,Clear
ACC-007642,34.5,2,2025-05-14 04:00:00,2025,5,4,Wednesday,1,0,Hai Phong,Intersection,Moderate,Clear
ACC-007244,12.6,4,2025-09-24 06:00:00,2025,9,6,Wednesday,0,0,Da Nang,Urban Street,Minor,Rain
ACC-020617,10.1,2,2025-09-24 06:00:00,2025,9,6,Wednesday,0,0,Can Tho,Residential,Minor,Clear
ACC-007245,62.1,3,2024-08-23 23:00:00,2024,8,23,Friday,1,0,Ho Chi Minh City,Highway,Moderate,Clear
ACC-015446,21.0,2,2024-08-23 23:00:00,2024,8,23,Friday,1,0,Hanoi,Bridge,Minor,Clear
ACC-024194,16.8,3,2024-08-23 23:00:00,2024,8,23,Friday,1,0,Da Nang,Intersection,Minor,Storm
ACC-007246,54.0,2,2024-01-14 15:00:00,2024,1,15,Sunday,0,1,Can Tho,Urban Street,Moderate,Clear
ACC-007249,89.0,4,2025-04-10 02:00:00,2025,4,2,Thursday,1,0,Ho Chi Minh City,Highway,Severe,Fog
ACC-013961,21.6,1,2025-04-10 02:00:00,2025,4,2,Thursday,1,0,Hai Phong,Intersection,Minor,Clear
ACC-007250,124.3,2,2023-12-02 17:00:00,2023,12,17,Saturday,0,1,Ho Chi Minh City,Residential,Severe,Clear
ACC-008679,51.4,1,2023-12-02 17:00:00,2023,12,17,Saturday,0,1,Can Tho,Bridge,Moderate,Clear
ACC-009865,8.2,4,2023-12-02 17:00:00,2023,12,17,Saturday,0,1,Da Nang,Intersection,Minor,Clear
ACC-007253,19.4,3,2025-09-01 00:00:00,2025,9,0,Monday,1,0,Nha Trang,Bridge,Minor,Clear
ACC-011865,51.4,2,2025-09-01 00:00:00,2025,9,0,Monday,1,0,Hai Phong,Residential,Moderate,Clear
ACC-007255,10.4,2,2024-10-14 20:00:00,2024,10,20,Monday,0,0,Hanoi,Bridge,Minor,Rain
ACC-012984,28.8,1,2024-10-14 20:00:00,2024,10,20,Monday,0,0,Hai Phong,Highway,Minor,Clear
ACC-007257,18.6,1,2023-07-05 18:00:00,2023,7,18,Wednesday,0,0,Ho Chi Minh City,Urban Street,Minor,Storm
ACC-012691,27.0,4,2023-07-05 18:00:00,2023,7,18,Wednesday,0,0,Ho Chi Minh City,Bridge,Minor,Rain
ACC-007258,23.9,4,2024-07-13 19:00:00,2024,7,19,Saturday,0,1,Nha Trang,Highway,Moderate,Clear
ACC-007259,17.5,1,2024-01-08 19:00:00,2024,1,19,Monday,0,0,Hanoi,Residential,Minor,Clear
ACC-015151,23.3,1,2024-01-08 19:00:00,2024,1,19,Monday,0,0,Da Nang,Bridge,Minor,Clear
ACC-017340,35.1,3,2024-01-08 19:00:00,2024,1,19,Monday,0,0,Nha Trang,Bridge,Minor,Rain
ACC-007261,18.7,4,2025-08-11 05:00:00,2025,8,5,Monday,1,0,Ho Chi Minh City,Residential,Minor,Clear
ACC-022318,34.0,1,2025-08-11 05:00:00,2025,8,5,Monday,1,0,Ho Chi Minh City,Bridge,Moderate,Storm
ACC-007262,58.1,3,2025-06-08 13:00:00,2025,6,13,Sunday,0,1,Ho Chi Minh City,Residential,Moderate,Rain
ACC-007263,24.2,4,2025-12-03 08:00:00,2025,12,8,Wednesday,0,0,Da Nang,Urban Street,Minor,Clear
ACC-019036,20.2,2,2025-12-03 08:00:00,2025,12,8,Wednesday,0,0,Da Nang,Urban Street,Minor,Clear
ACC-025684,30.3,3,2025-12-03 08:00:00,2025,12,8,Wednesday,0,0,Da Nang,Intersection,Moderate,Rain
ACC-007264,37.8,1,2024-08-26 01:00:00,2024,8,1,Monday,1,0,Hai Phong,Urban Street,Moderate,Rain
ACC-014022,75.6,3,2024-08-26 01:00:00,2024,8,1,Monday,1,0,Hai Phong,Residential,Severe,Clear
ACC-024961,14.9,2,2024-08-26 01:00:00,2024,8,1,Monday,1,0,Da Nang,Highway,Minor,Rain
ACC-007267,152.0,1,2023-09-25 02:00:00,2023,9,2,Monday,1,0,Hanoi,Highway,Severe,Clear
ACC-007268,25.8,3,2024-05-27 03:00:00,2024,5,3,Monday,1,0,Hai Phong,Residential,Minor,Rain
ACC-007269,46.7,4,2024-08-10 05:00:00,2024,8,5,Saturday,1,1,Ho Chi Minh City,Highway,Moderate,Clear
ACC-022119,17.5,4,2024-08-10 05:00:00,2024,8,5,Saturday,1,1,Ho Chi Minh City,Residential,Minor,Clear
ACC-007270,190.3,2,2024-07-09 17:00:00,2024,7,17,Tuesday,0,0,Da Nang,Urban Street,Fatal,Clear
ACC-008153,17.1,3,2024-07-09 17:00:00,2024,7,17,Tuesday,0,0,Da Nang,Residential,Minor,Clear
ACC-018486,27.1,1,2024-07-09 17:00:00,2024,7,17,Tuesday,0,0,Ho Chi Minh City,Residential,Minor,Rain
ACC-007272,32.9,2,2024-12-01 10:00:00,2024,12,10,Sunday,0,1,Ho Chi Minh City,Urban Street,Minor,Clear
ACC-007273,123.6,3,2025-09-25 13:00:00,2025,9,13,Thursday,0,0,Hai Phong,Highway,Fatal,Clear
ACC-008360,57.0,4,2025-09-25 13:00:00,2025,9,13,Thursday,0,0,Ho Chi Minh City,Urban Street,Severe,Clear
ACC-007274,18.1,2,2024-05-23 07:00:00,2024,5,7,Thursday,0,0,Da Nang,Bridge,Minor,Storm
ACC-007275,40.5,1,2024-11-01 08:00:00,2024,11,8,Friday,0,0,Can Tho,Residential,Moderate,Clear
ACC-018616,43.3,3,2024-11-01 08:00:00,2024,11,8,Friday,0,0,Hai Phong,Urban Street,Moderate,Clear
ACC-007276,29.5,4,2023-02-03 15:00:00,2023,2,15,Friday,0,0,Hanoi,Highway,Moderate,Clear
ACC-007277,26.1,1,2025-11-18 23:00:00,2025,11,23,Tuesday,1,0,Hai Phong,Bridge,Minor,Rain
ACC-007278,88.3,1,2025-01-09 17:00:00,2025,1,17,Thursday,0,0,Hai Phong,Residential,Severe,Clear
ACC-025286,26.2,3,2025-01-09 17:00:00,2025,1,17,Thursday,0,0,Ho Chi Minh City,Highway,Minor,Clear
ACC-007279,43.7,1,2023-12-11 09:00:00,2023,12,9,Monday,0,0,Da Nang,Highway,Moderate,Storm
ACC-017515,40.6,3,2023-12-11 09:00:00,2023,12,9,Monday,0,0,Can Tho,Bridge,Moderate,Clear
ACC-018451,14.5,3,2023-12-11 09:00:00,2023,12,9,Monday,0,0,Nha Trang,Highway,Minor,Rain
ACC-007282,83.5,4,2024-06-03 03:00:00,2024,6,3,Monday,1,0,Da Nang,Bridge,Severe,Clear
ACC-015403,25.0,1,2024-06-03 03:00:00,2024,6,3,Monday,1,0,Hanoi,Intersection,Moderate,Rain
ACC-019824,24.3,4,2024-06-03 03:00:00,2024,6,3,Monday,1,0,Hanoi,Residential,Minor,Storm
ACC-007284,72.2,3,2023-12-18 04:00:00,2023,12,4,Monday,1,0,Hanoi,Bridge,Moderate,Clear
ACC-007286,59.0,4,2023-07-14 03:00:00,2023,7,3,Friday,1,0,Hanoi,Residential,Severe,Clear
ACC-021611,14.7,2,2023-07-14 03:00:00,2023,7,3,Friday,1,0,Nha Trang,Highway,Minor,Clear
ACC-007287,143.5,3,2023-10-05 04:00:00,2023,10,4,Thursday,1,0,Ho Chi Minh City,Bridge,Fatal,Rain
ACC-013958,38.6,3,2023-10-05 04:00:00,2023,10,4,Thursday,1,0,Ho Chi Minh City,Intersection,Moderate,Clear
ACC-007289,78.2,4,2024-05-10 19:00:00,2024,5,19,Friday,0,0,Hanoi,Highway,Severe,Clear
ACC-021780,48.0,2,2024-05-10 19:00:00,2024,5,19,Friday,0,0,Ho Chi Minh City,Highway,Moderate,Clear
ACC-022701,13.4,1,2024-05-10 19:00:00,2024,5,19,Friday,0,0,Hanoi,Urban Street,Minor,Clear
ACC-007290,51.3,2,2024-10-02 18:00:00,2024,10,18,Wednesday,0,0,Ho Chi Minh City,Residential,Moderate,Clear
ACC-020220,69.5,2,2024-10-02 18:00:00,2024,10,18,Wednesday,0,0,Hanoi,Intersection,Severe,Rain
ACC-025654,23.2,1,2024-10-02 18:00:00,2024,10,18,Wednesday,0,0,Hanoi,Bridge,Minor,Rain
ACC-007291,22.8,1,2024-12-26 23:00:00,2024,12,23,Thursday,1,0,Can Tho,Urban Street,Minor,Clear
ACC-009503,50.8,4,2024-12-26 23:00:00,2024,12,23,Thursday,1,0,Ho Chi Minh City,Urban Street,Moderate,Clear
ACC-012905,8.5,2,2024-12-26 23:00:00,2024,12,23,Thursday,1,0,Hanoi,Residential,Minor,Clear
ACC-007294,40.1,3,2023-04-06 01:00:00,2023,4,1,Thursday,1,0,Hanoi,Residential,Moderate,Rain
ACC-017065,14.2,4,2023-04-06 01:00:00,2023,4,1,Thursday,1,0,Ho Chi Minh City,Residential,Minor,Clear
ACC-018461,24.9,4,2023-04-06 01:00:00,2023,4,1,Thursday,1,0,Can Tho,Bridge,Minor,Clear
ACC-007295,24.7,1,2024-04-01 06:00:00,2024,4,6,Monday,0,0,Ho Chi Minh City,Bridge,Minor,Clear
ACC-024308,131.7,1,2024-04-01 06:00:00,2024,4,6,Monday,0,0,Ho Chi Minh City,Highway,Severe,Clear
ACC-007296,19.7,1,2023-12-27 13:00:00,2023,12,13,Wednesday,0,0,Hai Phong,Residential,Minor,Clear
ACC-022673,12.8,1,2023-12-27 13:00:00,2023,12,13,Wednesday,0,0,Can Tho,Bridge,Minor,Rain
ACC-007297,48.5,4,2024-12-23 06:00:00,2024,12,6,Monday,0,0,Da Nang,Urban Street,Moderate,Rain
ACC-011431,21.5,1,2024-12-23 06:00:00,2024,12,6,Monday,0,0,Hanoi,Intersection,Minor,Clear
ACC-021903,31.3,1,2024-12-23 06:00:00,2024,12,6,Monday,0,0,Nha Trang,Bridge,Moderate,Clear
ACC-007299,21.0,1,2024-01-07 11:00:00,2024,1,11,Sunday,0,1,Ho Chi Minh City,Intersection,Minor,Fog
ACC-007300,65.1,3,2025-01-26 02:00:00,2025,1,2,Sunday,1,1,Da Nang,Intersection,Moderate,Clear
ACC-007301,17.4,4,2023-03-21 13:00:00,2023,3,13,Tuesday,0,0,Ho Chi Minh City,Urban Street,Minor,Fog
ACC-007302,25.9,3,2025-01-22 19:00:00,2025,1,19,Wednesday,0,0,Da Nang,Residential,Moderate,Storm
ACC-007408,12.0,2,2025-01-22 19:00:00,2025,1,19,Wednesday,0,0,Ho Chi Minh City,Bridge,Minor,Clear
ACC-012267,12.1,3,2025-01-22 19:00:00,2025,1,19,Wednesday,0,0,Can Tho,Residential,Minor,Fog
ACC-016601,48.5,1,2025-01-22 19:00:00,2025,1,19,Wednesday,0,0,Hanoi,Urban Street,Moderate,Rain
ACC-007303,33.8,4,2024-11-08 00:00:00,2024,11,0,Friday,1,0,Hanoi,Intersection,Minor,Rain
ACC-009520,25.8,1,2024-11-08 00:00:00,2024,11,0,Friday,1,0,Can Tho,Intersection,Minor,Clear
ACC-012894,21.0,2,2024-11-08 00:00:00,2024,11,0,Friday,1,0,Hanoi,Urban Street,Minor,Rain
ACC-007304,19.2,4,2025-09-08 19:00:00,2025,9,19,Monday,0,0,Da Nang,Urban Street,Minor,Clear
ACC-011250,22.6,1,2025-09-08 19:00:00,2025,9,19,Monday,0,0,Da Nang,Highway,Minor,Fog
ACC-007305,36.8,4,2025-11-03 20:00:00,2025,11,20,Monday,0,0,Hanoi,Intersection,Moderate,Clear
ACC-009589,30.2,1,2025-11-03 20:00:00,2025,11,20,Monday,0,0,Ho Chi Minh City,Residential,Moderate,Clear
ACC-011636,21.2,2,2025-11-03 20:00:00,2025,11,20,Monday,0,0,Nha Trang,Intersection,Minor,Clear
ACC-013880,12.7,1,2025-11-03 20:00:00,2025,11,20,Monday,0,0,Da Nang,Bridge,Minor,Clear
ACC-021835,34.8,3,2025-11-03 20:00:00,2025,11,20,Monday,0,0,Hanoi,Intersection,Moderate,Rain
ACC-007307,117.1,2,2024-01-20 08:00:00,2024,1,8,Saturday,0,1,Hanoi,Bridge,Severe,Storm
ACC-016032,15.5,4,2024-01-20 08:00:00,2024,1,8,Saturday,0,1,Hanoi,Urban Street,Minor,Clear
ACC-007310,18.6,2,2023-11-01 23:00:00,2023,11,23,Wednesday,1,0,Hai Phong,Bridge,Minor,Rain
ACC-007311,23.8,3,2023-08-24 11:00:00,2023,8,11,Thursday,0,0,Can Tho,Intersection,Minor,Rain
ACC-007312,25.6,1,2025-02-20 21:00:00,2025,2,21,Thursday,0,0,Ho Chi Minh City,Intersection,Minor,Fog
ACC-012283,15.3,2,2025-02-20 21:00:00,2025,2,21,Thursday,0,0,Da Nang,Urban Street,Minor,Clear
ACC-007314,16.7,2,2024-09-23 16:00:00,2024,9,16,Monday,0,0,Can Tho,Highway,Minor,Fog
ACC-007315,21.4,1,2023-08-14 00:00:00,2023,8,0,Monday,1,0,Ho Chi Minh City,Bridge,Minor,Clear
ACC-007317,26.9,3,2023-11-19 09:00:00,2023,11,9,Sunday,0,1,Hanoi,Intersection,Minor,Clear
ACC-025320,24.0,4,2023-11-19 09:00:00,2023,11,9,Sunday,0,1,Hai Phong,Residential,Minor,Clear
ACC-007318,68.4,4,2025-11-11 19:00:00,2025,11,19,Tuesday,0,0,Ho Chi Minh City,Bridge,Severe,Fog
ACC-014138,16.1,2,2025-11-11 19:00:00,2025,11,19,Tuesday,0,0,Hai Phong,Highway,Minor,Clear
ACC-014318,16.0,2,2025-11-11 19:00:00,2025,11,19,Tuesday,0,0,Ho Chi Minh City,Highway,Minor,Clear
ACC-015236,46.9,2,2025-11-11 19:00:00,2025,11,19,Tuesday,0,0,Da Nang,Highway,Moderate,Rain
ACC-024300,20.4,3,2025-11-11 19:00:00,2025,11,19,Tuesday,0,0,Hanoi,Urban Street,Minor,Rain
ACC-024757,10.7,2,2025-11-11 19:00:00,2025,11,19,Tuesday,0,0,Hanoi,Urban Street,Minor,Clear
ACC-007319,17.8,4,2025-01-26 09:00:00,2025,1,9,Sunday,0,1,Hanoi,Residential,Minor,Clear
ACC-021143,26.8,1,2025-01-26 09:00:00,2025,1,9,Sunday,0,1,Ho Chi Minh City,Urban Street,Minor,Clear
ACC-007320,28.9,2,2023-05-05 17:00:00,2023,5,17,Friday,0,0,Ho Chi Minh City,Bridge,Minor,Clear
ACC-007321,17.7,4,2024-09-27 06:00:00,2024,9,6,Friday,0,0,Ho Chi Minh City,Residential,Minor,Clear
ACC-007322,25.3,2,2023-10-25 02:00:00,2023,10,2,Wednesday,1,0,Da Nang,Bridge,Minor,Rain
ACC-007713,6.9,1,2023-10-25 02:00:00,2023,10,2,Wednesday,1,0,Ho Chi Minh City,Urban Street,Minor,Clear
ACC-007323,99.5,2,2023-05-18 17:00:00,2023,5,17,Thursday,0,0,Ho Chi Minh City,Urban Street,Severe,Clear
ACC-007324,94.6,3,2023-06-25 02:00:00,2023,6,2,Sunday,1,1,Hanoi,Bridge,Severe,Clear
ACC-007325,18.8,3,2025-07-02 03:00:00,2025,7,3,Wednesday,1,0,Ho Chi Minh City,Urban Street,Minor,Clear
ACC-007326,22.1,4,2025-04-07 19:00:00,2025,4,19,Monday,0,0,Nha Trang,Residential,Minor,Rain
ACC-013756,24.2,1,2025-04-07 19:00:00,2025,4,19,Monday,0,0,Ho Chi Minh City,Residential,Moderate,Clear
ACC-019639,30.3,2,2025-04-07 19:00:00,2025,4,19,Monday,0,0,Ho Chi Minh City,Intersection,Moderate,Fog
ACC-022073,80.8,2,2025-04-07 19:00:00,2025,4,19,Monday,0,0,Hanoi,Bridge,Severe,Clear
ACC-023237,60.7,2,2025-04-07 19:00:00,2025,4,19,Monday,0,0,Can Tho,Intersection,Moderate,Clear
ACC-007328,22.7,4,2025-10-09 23:00:00,2025,10,23,Thursday,1,0,Da Nang,Urban Street,Minor,Clear
ACC-025659,116.5,1,2025-10-09 23:00:00,2025,10,23,Thursday,1,0,Hanoi,Intersection,Severe,Clear
ACC-007329,32.6,3,2023-02-27 18:00:00,2023,2,18,Monday,0,0,Ho Chi Minh City,Intersection,Minor,Clear
ACC-010165,9.7,2,2023-02-27 18:00:00,2023,2,18,Monday,0,0,Ho Chi Minh City,Intersection,Minor,Clear
ACC-016906,11.7,1,2023-02-27 18:00:00,2023,2,18,Monday,0,0,Hai Phong,Urban Street,Minor,Clear
ACC-017217,23.3,3,2023-02-27 18:00:00,2023,2,18,Monday,0,0,Hanoi,Highway,Minor,Fog
ACC-007331,28.4,4,2025-10-17 22:00:00,2025,10,22,Friday,1,0,Can Tho,Highway,Minor,Clear
ACC-009550,85.5,2,2025-10-17 22:00:00,2025,10,22,Friday,1,0,Nha Trang,Highway,Severe,Clear
ACC-011332,19.9,4,2025-10-17 22:00:00,2025,10,22,Friday,1,0,Hai Phong,Intersection,Minor,Clear
ACC-007336,27.5,3,2024-03-27 08:00:00,2024,3,8,Wednesday,0,0,Ho Chi Minh City,Residential,Minor,Clear
ACC-008208,8.9,2,2024-03-27 08:00:00,2024,3,8,Wednesday,0,0,Nha Trang,Bridge,Minor,Clear
ACC-025581,28.2,1,2024-03-27 08:00:00,2024,3,8,Wednesday,0,0,Ho Chi Minh City,Urban Street,Moderate,Rain
ACC-007337,120.0,3,2023-02-16 07:00:00,2023,2,7,Thursday,0,0,Hai Phong,Highway,Severe,Fog
ACC-007338,143.2,3,2023-12-13 18:00:00,2023,12,18,Wednesday,0,0,Hanoi,Highway,Severe,Rain
ACC-007341,48.3,3,2025-10-26 14:00:00,2025,10,14,Sunday,0,1,Ho Chi Minh City,Intersection,Moderate,Fog
ACC-022049,20.9,3,2025-10-26 14:00:00,2025,10,14,Sunday,0,1,Ho Chi Minh City,Bridge,Minor,Clear
ACC-007342,74.3,1,2024-07-04 17:00:00,2024,7,17,Thursday,0,0,Ho Chi Minh City,Residential,Moderate,Clear
ACC-007343,16.7,2,2024-11-15 02:00:00,2024,11,2,Friday,1,0,Nha Trang,Residential,Minor,Clear
ACC-013608,17.0,1,2024-11-15 02:00:00,2024,11,2,Friday,1,0,Nha Trang,Highway,Minor,Clear
ACC-014502,14.0,1,2024-11-15 02:00:00,2024,11,2,Friday,1,0,Ho Chi Minh City,Bridge,Minor,Fog
ACC-017175,25.4,4,2024-11-15 02:00:00,2024,11,2,Friday,1,0,Da Nang,Bridge,Minor,Clear
ACC-007344,22.3,4,2023-01-22 16:00:00,2023,1,16,Sunday,0,1,Ho Chi Minh City,Bridge,Minor,Clear
ACC-007346,21.0,1,2024-06-20 07:00:00,2024,6,7,Thursday,0,0,Ho Chi Minh City,Highway,Minor,Clear
ACC-010792,41.7,3,2024-06-20 07:00:00,2024,6,7,Thursday,0,0,Nha Trang,Intersection,Moderate,Clear
ACC-007348,51.5,3,2023-08-24 23:00:00,2023,8,23,Thursday,1,0,Da Nang,Residential,Moderate,Clear
ACC-014647,52.1,3,2023-08-24 23:00:00,2023,8,23,Thursday,1,0,Ho Chi Minh City,Urban Street,Moderate,Rain
ACC-020502,30.2,2,2023-08-24 23:00:00,2023,8,23,Thursday,1,0,Da Nang,Bridge,Minor,Clear
ACC-007349,16.5,3,2025-10-06 12:00:00,2025,10,12,Monday,0,0,Da Nang,Urban Street,Minor,Rain
ACC-007350,110.6,1,2025-03-10 23:00:00,2025,3,23,Monday,1,0,Ho Chi Minh City,Highway,Severe,Rain
ACC-007353,40.5,2,2025-06-24 08:00:00,2025,6,8,Tuesday,0,0,Hai Phong,Intersection,Moderate,Clear
ACC-007354,21.7,2,2024-02-10 06:00:00,2024,2,6,Saturday,0,1,Nha Trang,Residential,Minor,Clear
ACC-007356,70.4,3,2025-12-07 02:00:00,2025,12,2,Sunday,1,1,Hanoi,Intersection,Severe,Clear
ACC-010746,147.8,2,2025-12-07 02:00:00,2025,12,2,Sunday,1,1,Ho Chi Minh City,Highway,Severe,Rain
ACC-018984,15.5,4,2025-12-07 02:00:00,2025,12,2,Sunday,1,1,Nha Trang,Highway,Minor,Clear
ACC-025165,23.7,3,2025-12-07 02:00:00,2025,12,2,Sunday,1,1,Hai Phong,Urban Street,Minor,Rain
ACC-007357,53.8,1,2025-01-21 18:00:00,2025,1,18,Tuesday,0,0,Ho Chi Minh City,Urban Street,Moderate,Clear
ACC-012365,17.3,4,2025-01-21 18:00:00,2025,1,18,Tuesday,0,0,Da Nang,Highway,Minor,Rain
ACC-015068,32.5,3,2025-01-21 18:00:00,2025,1,18,Tuesday,0,0,Hanoi,Bridge,Minor,Fog
ACC-007359,13.1,2,2024-03-24 12:00:00,2024,3,12,Sunday,0,1,Nha Trang,Bridge,Minor,Rain
ACC-019585,13.2,4,2024-03-24 12:00:00,2024,3,12,Sunday,0,1,Da Nang,Residential,Minor,Clear
ACC-007360,15.5,1,2025-12-04 10:00:00,2025,12,10,Thursday,0,0,Hanoi,Urban Street,Minor,Clear
ACC-012564,70.8,2,2025-12-04 10:00:00,2025,12,10,Thursday,0,0,Hai Phong,Urban Street,Moderate,Fog
ACC-007363,12.9,2,2023-06-26 00:00:00,2023,6,0,Monday,1,0,Ho Chi Minh City,Highway,Minor,Rain
ACC-009963,105.0,3,2023-06-26 00:00:00,2023,6,0,Monday,1,0,Hanoi,Urban Street,Severe,Clear
ACC-015839,13.5,4,2023-06-26 00:00:00,2023,6,0,Monday,1,0,Hanoi,Urban Street,Minor,Clear
ACC-018071,32.0,1,2023-06-26 00:00:00,2023,6,0,Monday,1,0,Ho Chi Minh City,Highway,Minor,Clear
ACC-021858,14.3,4,2023-06-26 00:00:00,2023,6,0,Monday,1,0,Hanoi,Urban Street,Minor,Rain
ACC-007364,18.4,1,2024-08-05 15:00:00,2024,8,15,Monday,0,0,Hai Phong,Urban Street,Minor,Fog
ACC-007365,86.3,2,2023-04-13 04:00:00,2023,4,4,Thursday,1,0,Ho Chi Minh City,Residential,Severe,Clear
ACC-007367,26.6,3,2024-08-01 19:00:00,2024,8,19,Thursday,0,0,Hanoi,Highway,Minor,Clear
ACC-023926,24.9,1,2024-08-01 19:00:00,2024,8,19,Thursday,0,0,Hanoi,Residential,Minor,Clear
ACC-007368,162.2,2,2023-01-26 14:00:00,2023,1,14,Thursday,0,0,Nha Trang,Highway,Fatal,Clear
ACC-007369,19.6,2,2024-03-18 12:00:00,2024,3,12,Monday,0,0,Hanoi,Intersection,Minor,Clear
ACC-018797,45.2,1,2024-03-18 12:00:00,2024,3,12,Monday,0,0,Hanoi,Urban Street,Moderate,Clear
ACC-007371,16.2,1,2025-12-15 01:00:00,2025,12,1,Monday,1,0,Nha Trang,Intersection,Minor,Rain
ACC-020860,27.4,1,2025-12-15 01:00:00,2025,12,1,Monday,1,0,Ho Chi Minh City,Highway,Minor,Clear
ACC-007372,38.5,1,2025-02-27 14:00:00,2025,2,14,Thursday,0,0,Hai Phong,Bridge,Moderate,Rain
ACC-015102,26.6,2,2025-02-27 14:00:00,2025,2,14,Thursday,0,0,Hai Phong,Highway,Minor,Clear
ACC-025797,26.5,2,2025-02-27 14:00:00,2025,2,14,Thursday,0,0,Can Tho,Highway,Moderate,Clear
ACC-007373,20.5,4,2025-04-18 12:00:00,2025,4,12,Friday,0,0,Ho Chi Minh City,Residential,Minor,Clear
ACC-007375,12.5,1,2025-12-12 23:00:00,2025,12,23,Friday,1,0,Hanoi,Highway,Minor,Clear
ACC-012061,24.3,1,2025-12-12 23:00:00,2025,12,23,Friday,1,0,Can Tho,Highway,Minor,Clear
ACC-007376,13.8,2,2023-06-02 21:00:00,2023,6,21,Friday,0,0,Ho Chi Minh City,Residential,Minor,Rain
ACC-025279,11.6,1,2023-06-02 21:00:00,2023,6,21,Friday,0,0,Can Tho,Highway,Minor,Fog
ACC-007377,56.5,4,2024-09-25 06:00:00,2024,9,6,Wednesday,0,0,Da Nang,Highway,Moderate,Clear
ACC-019870,24.9,2,2024-09-25 06:00:00,2024,9,6,Wednesday,0,0,Ho Chi Minh City,Highway,Minor,Clear
ACC-007379,16.2,1,2023-01-24 16:00:00,2023,1,16,Tuesday,0,0,Ho Chi Minh City,Highway,Minor,Rain
ACC-024953,21.9,1,2023-01-24 16:00:00,2023,1,16,Tuesday,0,0,Can Tho,Urban Street,Minor,Rain
ACC-007380,19.5,3,2024-12-23 19:00:00,2024,12,19,Monday,0,0,Ho Chi Minh City,Highway,Minor,Rain
ACC-008261,60.7,3,2024-12-23 19:00:00,2024,12,19,Monday,0,0,Hanoi,Urban Street,Moderate,Rain
ACC-011848,30.6,1,2024-12-23 19:00:00,2024,12,19,Monday,0,0,Hai Phong,Highway,Minor,Clear
ACC-012035,25.2,3,2024-12-23 19:00:00,2024,12,19,Monday,0,0,Ho Chi Minh City,Intersection,Minor,Clear
ACC-016361,72.0,4,2024-12-23 19:00:00,2024,12,19,Monday,0,0,Nha Trang,Urban Street,Moderate,Rain
