accident_id,accident_datetime,city,road_type,weather,severity,duration_minutes,is_night,vehicles_involved
ACC-012471,2023-01-06 19:00:00,Hanoi,Residential,Clear,Severe,111.4,0,3
ACC-012472,2023-07-16 19:00:00,Hai Phong,Bridge,Clear,Severe,123.9,0,3
ACC-012473,2024-01-25 20:00:00,Ho Chi Minh City,Intersection,Rain,Severe,148.4,0,4
ACC-012474,2024-12-16 05:00:00,Can Tho,Intersection,Clear,Severe,132.3,1,2
ACC-012475,2024-09-27 19:00:00,Hanoi,Intersection,Clear,Minor,9.9,0,1
ACC-012476,2024-04-17 23:00:00,Can Tho,Residential,Clear,Minor,26.7,1,2
ACC-012477,2024-09-06 01:00:00,Nha Trang,Highway,Clear,Moderate,46.7,1,4
ACC-012478,2023-02-06 16:00:00,Ho Chi Minh City,Residential,Clear,Moderate,44.7,0,2
ACC-012479,2025-04-20 01:00:00,Hanoi,Bridge,Rain,Moderate,19.2,1,2
ACC-012480,2025-03-18 21:00:00,Ho Chi Minh City,Residential,Storm,Minor,21.8,0,3
ACC-012481,2024-07-15 01:00:00,Ho Chi Minh City,Residential,Fog,Fatal,134.5,1,2
ACC-012482,2025-05-01 23:00:00,Hanoi,Highway,Rain,Moderate,58.8,1,3
ACC-012483,2023-03-06 00:00:00,Ho Chi Minh City,Highway,Rain,Moderate,46.7,1,1
ACC-012484,2024-06-14 01:00:00,Hai Phong,Residential,Clear,Minor,22.4,1,1
ACC-012485,2025-07-07 00:00:00,Ho Chi Minh City,Highway,Clear,Minor,23.0,1,4
ACC-012486,2025-02-16 18:00:00,Hai Phong,Urban Street,Fog,Severe,111.9,0,1
ACC-012487,2024-11-14 19:00:00,Ho Chi Minh City,Intersection,Clear,Minor,25.8,0,2
ACC-012488,2025-06-23 08:00:00,Ho Chi Minh City,Highway,Rain,Minor,15.0,0,4
ACC-012489,2024-01-05 16:00:00,Ho Chi Minh City,Bridge,Rain,Moderate,6.3,0,1
ACC-012490,2025-03-17 02:00:00,Nha Trang,Urban Street,Rain,Minor,21.9,1,1
ACC-012491,2024-05-04 02:00:00,Can Tho,Highway,Rain,Severe,68.6,1,4
ACC-012492,2023-07-10 06:00:00,Hanoi,Intersection,Clear,Minor,19.1,0,3
ACC-012493,2023-03-17 19:00:00,Ho Chi Minh City,Highway,Rain,Minor,18.5,0,2
ACC-012494,2024-04-08 22:00:00,Hanoi,Highway,Fog,Minor,26.0,1,4
ACC-012495,2025-02-26 18:00:00,Ho Chi Minh City,Highway,Clear,Minor,14.0,0,2
ACC-012496,2023-01-08 17:00:00,Ho Chi Minh City,Bridge,Rain,Minor,11.5,0,4
ACC-012497,2025-11-25 00:00:00,Hanoi,Residential,Clear,Minor,23.6,1,1
ACC-012498,2024-07-07 12:00:00,Hanoi,Intersection,Clear,Moderate,42.8,0,3
ACC-012499,2023-08-15 20:00:00,Ho Chi Minh City,Intersection,Clear,Minor,13.2,0,4
ACC-012500,2025-06-12 08:00:00,Ho Chi Minh City,Intersection,Storm,Moderate,58.6,0,3
ACC-012501,2023-11-05 18:00:00,Hai Phong,Bridge,Clear,Minor,19.5,0,3
ACC-012502,2025-11-17 19:00:00,Hanoi,Highway,Rain,Moderate,49.7,0,3
ACC-012503,2023-10-22 02:00:00,Ho Chi Minh City,Highway,Rain,Minor,16.6,1,2
ACC-012504,2023-05-18 01:00:00,Hai Phong,Residential,Rain,Fatal,200.0,1,3
ACC-012505,2023-01-18 17:00:00,Hanoi,Bridge,Rain,Minor,18.2,0,1
ACC-012506,2025-12-24 12:00:00,Ho Chi Minh City,Bridge,Clear,Moderate,45.2,0,2
ACC-012507,2023-02-19 06:00:00,Ho Chi Minh City,Highway,Rain,Moderate,41.3,0,1
ACC-012508,2024-01-25 04:00:00,Hanoi,Intersection,Clear,Severe,135.3,1,3
ACC-012509,2024-01-19 01:00:00,Ho Chi Minh City,Bridge,Clear,Minor,6.2,1,2
ACC-012510,2025-03-24 03:00:00,Da Nang,Intersection,Clear,Minor,17.2,1,2
ACC-012511,2024-07-02 23:00:00,Da Nang,Intersection,Rain,Moderate,48.5,1,2
ACC-012512,2024-12-15 15:00:00,Nha Trang,Urban Street,Fog,Moderate,27.3,0,1
ACC-012513,2025-06-26 12:00:00,Hanoi,Bridge,Rain,Severe,128.4,0,1
ACC-012514,2023-03-07 01:00:00,Ho Chi Minh City,Highway,Rain,Moderate,40.2,1,1
ACC-012515,2024-01-23 15:00:00,Hanoi,Highway,Clear,Moderate,38.3,0,2
ACC-012516,2023-09-05 18:00:00,Da Nang,Residential,Clear,Moderate,72.9,0,2
ACC-012517,2023-08-26 21:00:00,Can Tho,Residential,Fog,Minor,10.8,0,2
ACC-012518,2024-12-10 08:00:00,Hai Phong,Urban Street,Clear,Fatal,137.3,0,3
ACC-012519,2023-12-14 10:00:00,Hanoi,Residential,Fog,Moderate,57.7,0,2
ACC-012520,2024-03-11 09:00:00,Ho Chi Minh City,Residential,Storm,Moderate,38.1,0,1
ACC-012521,2023-04-01 00:00:00,Hanoi,Bridge,Clear,Moderate,46.5,1,3
ACC-012522,2024-12-15 06:00:00,Hanoi,Highway,Rain,Minor,25.4,0,4
ACC-012523,2023-03-03 02:00:00,Hanoi,Residential,Rain,Moderate,36.8,1,4
ACC-012524,2024-01-19 09:00:00,Hanoi,Urban Street,Clear,Moderate,68.2,0,3
ACC-012525,2025-01-11 07:00:00,Hanoi,Intersection,Clear,Minor,23.8,0,2
ACC-012526,2023-05-08 09:00:00,Ho Chi Minh City,Highway,Fog,Minor,15.0,0,1
ACC-012527,2023-12-13 08:00:00,Hai Phong,Highway,Clear,Minor,20.9,0,4
ACC-012528,2024-07-18 16:00:00,Da Nang,Residential,Clear,Minor,17.4,0,2
ACC-012529,2024-10-24 02:00:00,Nha Trang,Highway,Clear,Minor,23.7,1,2
ACC-012530,2023-06-19 02:00:00,Nha Trang,Intersection,Rain,Moderate,35.0,1,3
ACC-012531,2023-01-09 04:00:00,Hanoi,Intersection,Clear,Moderate,50.4,1,4
ACC-012532,2024-11-10 10:00:00,Hai Phong,Urban Street,Clear,Minor,16.8,0,3
ACC-012533,2024-12-19 02:00:00,Ho Chi Minh City,Bridge,Fog,Minor,26.6,1,1
ACC-012534,2024-04-23 23:00:00,Ho Chi Minh City,Residential,Clear,Minor,25.6,1,3
ACC-012535,2025-03-01 22:00:00,Hanoi,Bridge,Clear,Minor,25.9,1,3
ACC-012536,2025-05-06 01:00:00,Hai Phong,Highway,Storm,Moderate,67.0,1,4
ACC-012537,2023-06-13 01:00:00,Hai Phong,Highway,Fog,Minor,16.3,1,3
ACC-012538,2023-01-03 17:00:00,Ho Chi Minh City,Highway,Clear,Minor,23.1,0,3
ACC-012539,2023-02-23 17:00:00,Ho Chi Minh City,Highway,Rain,Moderate,28.5,0,1
ACC-012540,2023-10-05 23:00:00,Hanoi,Residential,Clear,Severe,126.4,1,4
ACC-012541,2023-04-01 00:00:00,Hai Phong,Bridge,Rain,Minor,24.7,1,4
ACC-012542,2023-07-13 03:00:00,Hanoi,Highway,Storm,Minor,23.5,1,3
ACC-012543,2024-01-14 22:00:00,Hanoi,Urban Street,Clear,Moderate,56.0,1,2
ACC-012544,2023-08-16 19:00:00,Ho Chi Minh City,Residential,Clear,Moderate,33.2,0,2
ACC-012545,2023-01-10 07:00:00,Hai Phong,Highway,Clear,Severe,74.1,0,3
ACC-012546,2024-10-15 05:00:00,Ho Chi Minh City,Residential,Clear,Minor,21.1,1,1
ACC-012547,2025-01-05 12:00:00,Hanoi,Bridge,Clear,Moderate,51.4,0,4
ACC-012548,2024-08-02 08:00:00,Ho Chi Minh City,Urban Street,Clear,Minor,13.2,0,2
ACC-012549,2025-05-19 12:00:00,Hanoi,Residential,Clear,Minor,19.0,0,1
ACC-012550,2025-07-10 08:00:00,Hai Phong,Urban Street,Clear,Severe,144.7,0,2
ACC-012551,2024-07-06 01:00:00,Ho Chi Minh City,Residential,Rain,Minor,12.4,1,1
ACC-012552,2023-08-05 07:00:00,Ho Chi Minh City,Intersection,Clear,Minor,17.4,0,4
ACC-012553,2024-06-16 08:00:00,Ho Chi Minh City,Intersection,Clear,Moderate,31.5,0,1
ACC-012554,2025-06-04 18:00:00,Hai Phong,Highway,Rain,Severe,95.3,0,4
ACC-012555,2025-09-05 17:00:00,Hai Phong,Bridge,Rain,Minor,20.4,0,1
ACC-012556,2024-12-13 07:00:00,Hai Phong,Residential,Rain,Minor,29.8,0,1
ACC-012557,2024-11-03 06:00:00,Can Tho,Residential,Rain,Minor,22.2,0,3
ACC-012558,2025-11-18 05:00:00,Nha Trang,Highway,Clear,Severe,70.8,1,3
ACC-012559,2023-05-01 02:00:00,Ho Chi Minh City,Intersection,Rain,Minor,10.7,1,1
ACC-012560,2023-11-19 14:00:00,Nha Trang,Highway,Fog,Minor,18.8,0,1
ACC-012561,2025-05-08 18:00:00,Da Nang,Residential,Fog,Minor,22.2,0,2
ACC-012562,2023-10-25 23:00:00,Hai Phong,Residential,Rain,Minor,31.6,1,3
ACC-012563,2023-08-23 18:00:00,Ho Chi Minh City,Urban Street,Rain,Minor,30.0,0,2
ACC-012564,2025-12-04 10:00:00,Hai Phong,Urban Street,Fog,Moderate,70.8,0,2
ACC-012565,2025-08-02 16:00:00,Hanoi,Highway,Rain,Moderate,50.3,0,2
ACC-012566,2025-09-14 17:00:00,Ho Chi Minh City,Intersection,Clear,Moderate,50.6,0,2
ACC-012567,2023-03-10 08:00:00,Da Nang,Bridge,Clear,Minor,19.8,0,2
ACC-012568,2025-12-04 00:00:00,Hanoi,Highway,Clear,Minor,15.8,1,3
ACC-012569,2025-09-27 18:00:00,Hai Phong,Bridge,Clear,Moderate,37.8,0,3
ACC-012570,2023-09-01 10:00:00,Ho Chi Minh City,Bridge,Rain,Moderate,36.8,0,3
ACC-012571,2025-07-12 10:00:00,Hanoi,Residential,Clear,Minor,13.3,0,4
ACC-012572,2023-02-01 19:00:00,Nha Trang,Intersection,Storm,Moderate,49.2,0,4
ACC-012573,2023-06-11 18:00:00,Ho Chi Minh City,Residential,Storm,Minor,23.3,0,2
ACC-012574,2023-02-13 23:00:00,Nha Trang,Highway,Storm,Minor,18.6,1,2
ACC-012575,2023-11-21 17:00:00,Ho Chi Minh City,Bridge,Rain,Minor,23.3,0,2
ACC-012576,2023-10-04 10:00:00,Hanoi,Residential,Fog,Minor,11.3,0,1
ACC-012577,2024-12-27 04:00:00,Ho Chi Minh City,Bridge,Clear,Moderate,47.9,1,1
ACC-012578,2025-11-09 19:00:00,Hai Phong,Residential,Fog,Minor,20.1,0,4
ACC-012579,2023-12-08 10:00:00,Da Nang,Residential,Rain,Minor,17.6,0,3
ACC-012580,2024-12-06 11:00:00,Ho Chi Minh City,Intersection,Rain,Severe,106.4,0,2
ACC-012581,2024-08-12 14:00:00,Hanoi,Residential,Clear,Minor,20.0,0,3
ACC-012582,2024-09-15 12:00:00,Hanoi,Intersection,Clear,Severe,85.0,0,1
ACC-012583,2025-06-07 23:00:00,Ho Chi Minh City,Bridge,Clear,Minor,18.0,1,4
ACC-012584,2025-01-06 06:00:00,Ho Chi Minh City,Residential,Clear,Severe,81.0,0,2
ACC-012585,2025-06-01 05:00:00,Hanoi,Intersection,Clear,Minor,16.4,1,3
ACC-012586,2025-01-20 15:00:00,Hanoi,Residential,Clear,Severe,101.0,0,4
ACC-012587,2025-05-19 06:00:00,Hanoi,Bridge,Clear,Minor,22.6,0,1
ACC-012588,2023-01-13 19:00:00,Ho Chi Minh City,Bridge,Clear,Moderate,42.0,0,4
ACC-012589,2025-10-19 18:00:00,Ho Chi Minh City,Intersection,Fog,Moderate,41.3,0,4
ACC-012590,2024-02-01 00:00:00,Hai Phong,Highway,Clear,Minor,14.8,1,4
ACC-012591,2025-01-20 19:00:00,Da Nang,Residential,Clear,Minor,32.7,0,2
ACC-012592,2024-02-11 10:00:00,Ho Chi Minh City,Intersection,Clear,Minor,21.7,0,1
ACC-012593,2025-12-01 19:00:00,Hanoi,Highway,Clear,Minor,22.8,0,4
ACC-012594,2023-03-07 07:00:00,Hanoi,Residential,Clear,Minor,18.7,0,4
ACC-012595,2025-07-05 23:00:00,Ho Chi Minh City,Residential,Rain,Minor,13.6,1,3
ACC-012596,2024-03-27 02:00:00,Hanoi,Residential,Clear,Minor,15.7,1,2
ACC-012597,2023-02-27 08:00:00,Hai Phong,Intersection,Clear,Moderate,33.5,0,2
ACC-012598,2024-04-25 18:00:00,Hai Phong,Highway,Rain,Minor,17.5,0,3
ACC-012599,2024-08-03 20:00:00,Da Nang,Residential,Clear,Minor,21.6,0,3
ACC-012600,2025-11-09 19:00:00,Ho Chi Minh City,Residential,Clear,Moderate,47.8,0,2
ACC-012601,2023-03-22 19:00:00,Da Nang,Bridge,Clear,Minor,22.8,0,4
ACC-012602,2023-05-27 17:00:00,Da Nang,Urban Street,Clear,Minor,15.0,0,4
ACC-012603,2023-07-27 01:00:00,Hanoi,Highway,Clear,Moderate,37.9,1,4
ACC-012604,2024-08-13 06:00:00,Nha Trang,Urban Street,Clear,Minor,24.8,0,4
ACC-012605,2024-09-05 12:00:00,Da Nang,Highway,Clear,Minor,17.2,0,2
ACC-012606,2023-12-05 01:00:00,Nha Trang,Intersection,Rain,Minor,21.7,1,1
ACC-012607,2023-06-26 07:00:00,Can Tho,Highway,Clear,Minor,16.4,0,3
ACC-012608,2024-07-07 07:00:00,Ho Chi Minh City,Urban Street,Clear,Severe,85.1,0,2
ACC-012609,2025-02-14 20:00:00,Hai Phong,Bridge,Clear,Moderate,60.2,0,3
ACC-012610,2024-02-21 07:00:00,Hai Phong,Bridge,Storm,Moderate,50.7,0,1
ACC-012611,2023-08-23 15:00:00,Hanoi,Urban Street,Clear,Minor,15.5,0,1
ACC-012612,2024-01-01 20:00:00,Hai Phong,Intersection,Clear,Minor,15.4,0,4
ACC-012613,2023-09-27 03:00:00,Ho Chi Minh City,Bridge,Rain,Severe,83.0,1,4
ACC-012614,2025-11-26 00:00:00,Ho Chi Minh City,Intersection,Clear,Minor,17.0,1,4
ACC-012615,2023-12-08 02:00:00,Hanoi,Bridge,Clear,Minor,14.5,1,1
ACC-012616,2025-10-18 11:00:00,Nha Trang,Residential,Clear,Moderate,58.2,0,1
ACC-012617,2024-08-15 07:00:00,Nha Trang,Residential,Clear,Moderate,68.0,0,2
ACC-012618,2024-03-20 15:00:00,Hanoi,Bridge,Rain,Minor,15.8,0,2
ACC-012619,2024-02-25 20:00:00,Hai Phong,Intersection,Fog,Minor,18.7,0,4
ACC-012620,2023-08-25 23:00:00,Hanoi,Residential,Clear,Moderate,38.2,1,1
ACC-012621,2024-02-05 18:00:00,Da Nang,Bridge,Clear,Fatal,143.0,0,1
ACC-012622,2023-07-19 07:00:00,Hanoi,Highway,Clear,Minor,18.4,0,1
ACC-012623,2025-04-04 06:00:00,Ho Chi Minh City,Highway,Rain,Moderate,41.7,0,1
ACC-012624,2024-03-24 07:00:00,Hanoi,Residential,Clear,Severe,72.3,0,3
ACC-012625,2024-09-05 22:00:00,Hanoi,Highway,Clear,Severe,104.7,1,2
ACC-012626,2023-05-04 21:00:00,Da Nang,Urban Street,Clear,Moderate,51.0,0,3
ACC-012627,2025-02-06 21:00:00,Da Nang,Urban Street,Rain,Minor,19.9,0,3
ACC-012628,2024-01-03 20:00:00,Hai Phong,Residential,Storm,Minor,19.7,0,4
ACC-012629,2023-10-21 20:00:00,Da Nang,Urban Street,Clear,Minor,17.6,0,3
ACC-012630,2023-08-06 17:00:00,Ho Chi Minh City,Urban Street,Storm,Minor,12.8,0,1
ACC-012631,2025-09-07 22:00:00,Hanoi,Bridge,Clear,Minor,22.6,1,4
ACC-012632,2025-02-02 14:00:00,Hai Phong,Intersection,Fog,Minor,25.4,0,2
ACC-012633,2025-01-21 22:00:00,Ho Chi Minh City,Urban Street,Rain,Minor,17.4,1,2
ACC-012634,2025-03-06 19:00:00,Can Tho,Residential,Clear,Moderate,43.8,0,4
ACC-012635,2023-01-15 03:00:00,Ho Chi Minh City,Residential,Rain,Minor,31.2,1,2
ACC-012636,2023-02-16 19:00:00,Hanoi,Bridge,Storm,Fatal,212.7,0,3
ACC-012637,2023-11-09 20:00:00,Hanoi,Urban Street,Fog,Fatal,131.2,0,4
ACC-012638,2025-08-11 18:00:00,Ho Chi Minh City,Urban Street,Rain,Minor,23.4,0,4
ACC-012639,2024-06-10 08:00:00,Nha Trang,Residential,Clear,Minor,17.7,0,4
ACC-012640,2024-10-20 10:00:00,Hanoi,Intersection,Clear,Minor,13.0,0,4
ACC-012641,2024-03-06 00:00:00,Ho Chi Minh City,Intersection,Storm,Severe,91.4,1,2
ACC-012642,2023-06-01 13:00:00,Hai Phong,Residential,Clear,Moderate,52.7,0,2
ACC-012643,2025-04-04 13:00:00,Da Nang,Intersection,Clear,Minor,16.3,0,1
ACC-012644,2023-08-26 19:00:00,Da Nang,Bridge,Rain,Moderate,49.4,0,3
ACC-012645,2025-11-24 01:00:00,Ho Chi Minh City,Bridge,Rain,Minor,13.4,1,1
ACC-012646,2025-09-19 00:00:00,Hanoi,Bridge,Fog,Severe,123.7,1,1
ACC-012647,2025-04-20 19:00:00,Ho Chi Minh City,Intersection,Clear,Minor,11.5,0,2
ACC-012648,2023-06-02 08:00:00,Ho Chi Minh City,Bridge,Clear,Severe,134.5,0,4
ACC-012649,2025-09-11 20:00:00,Hanoi,Intersection,Rain,Minor,20.4,0,3
ACC-012650,2023-07-26 06:00:00,Can Tho,Highway,Rain,Minor,24.8,0,3
ACC-012651,2024-10-14 22:00:00,Da Nang,Residential,Clear,Severe,89.0,1,1
ACC-012652,2023-12-11 05:00:00,Da Nang,Highway,Clear,Minor,19.8,1,1
ACC-012653,2024-02-01 02:00:00,Ho Chi Minh City,Bridge,Rain,Minor,21.4,1,2
ACC-012654,2025-11-10 08:00:00,Ho Chi Minh City,Intersection,Clear,Moderate,57.7,0,2
ACC-012655,2024-11-09 15:00:00,Nha Trang,Intersection,Fog,Minor,18.5,0,4
ACC-012656,2025-02-22 17:00:00,Ho Chi Minh City,Intersection,Rain,Minor,26.9,0,1
ACC-012657,2025-02-13 07:00:00,Da Nang,Residential,Rain,Minor,20.1,0,4
ACC-012658,2025-08-05 16:00:00,Ho Chi Minh City,Bridge,Rain,Fatal,120.6,0,3
ACC-012659,2023-10-03 19:00:00,Da Nang,Bridge,Clear,Moderate,27.9,0,3
ACC-012660,2023-10-23 04:00:00,Can Tho,Residential,Rain,Moderate,54.3,1,3
ACC-012661,2023-07-04 03:00:00,Hai Phong,Residential,Clear,Minor,11.8,1,2
ACC-012662,2023-04-24 14:00:00,Da Nang,Highway,Clear,Minor,26.0,0,4
ACC-012663,2024-02-27 02:00:00,Hanoi,Intersection,Clear,Minor,13.2,1,4
ACC-012664,2023-11-24 23:00:00,Da Nang,Residential,Clear,Severe,99.6,1,3
ACC-012665,2023-03-11 16:00:00,Hanoi,Highway,Clear,Minor,5.0,0,1
ACC-012666,2023-12-21 02:00:00,Can Tho,Bridge,Clear,Fatal,139.6,1,1
ACC-012667,2023-05-02 22:00:00,Hanoi,Residential,Clear,Severe,90.6,1,3
ACC-012668,2023-11-06 18:00:00,Nha Trang,Urban Street,Rain,Moderate,55.9,0,2
ACC-012669,2023-02-20 20:00:00,Hanoi,Intersection,Clear,Moderate,36.7,0,2
ACC-012670,2024-01-09 17:00:00,Ho Chi Minh City,Urban Street,Clear,Minor,19.9,0,2
ACC-012671,2025-05-24 17:00:00,Ho Chi Minh City,Residential,Rain,Minor,10.3,0,2
ACC-012672,2025-06-09 23:00:00,Hai Phong,Intersection,Rain,Moderate,34.3,1,3
ACC-012673,2025-06-14 17:00:00,Hanoi,Intersection,Rain,Moderate,53.6,0,4
ACC-012674,2025-10-02 17:00:00,Hanoi,Urban Street,Clear,Minor,19.5,0,1
ACC-012675,2025-10-11 02:00:00,Hai Phong,Bridge,Rain,Minor,19.3,1,3
ACC-012676,2024-04-17 18:00:00,Hai Phong,Intersection,Rain,Minor,8.5,0,4
ACC-012677,2025-08-21 17:00:00,Hanoi,Urban Street,Fog,Minor,14.0,0,1
ACC-012678,2025-04-10 12:00:00,Can Tho,Urban Street,Clear,Minor,22.5,0,3
ACC-012679,2024-06-23 11:00:00,Hai Phong,Intersection,Storm,Moderate,24.9,0,1
ACC-012680,2024-05-01 07:00:00,Ho Chi Minh City,Highway,Clear,Severe,105.2,0,2
ACC-012681,2023-06-16 18:00:00,Can Tho,Bridge,Rain,Fatal,94.0,0,1
ACC-012682,2023-02-20 20:00:00,Nha Trang,Urban Street,Rain,Fatal,110.7,0,2
ACC-012683,2025-02-20 05:00:00,Ho Chi Minh City,Urban Street,Rain,Minor,24.7,1,3
ACC-012684,2025-02-19 23:00:00,Ho Chi Minh City,Intersection,Rain,Minor,23.4,1,3
ACC-012685,2024-08-14 21:00:00,Nha Trang,Bridge,Fog,Moderate,57.3,0,2
ACC-012686,2023-07-01 01:00:00,Hanoi,Residential,Clear,Minor,23.0,1,2
ACC-012687,2023-04-25 15:00:00,Ho Chi Minh City,Highway,Clear,Minor,19.7,0,3
ACC-012688,2024-05-08 06:00:00,Hanoi,Bridge,Clear,Minor,27.5,0,3
ACC-012689,2025-01-14 10:00:00,Can Tho,Residential,Clear,Severe,65.4,0,1
ACC-012690,2024-11-14 20:00:00,Hai Phong,Urban Street,Clear,Minor,21.6,0,4
ACC-012691,2023-07-05 18:00:00,Ho Chi Minh City,Bridge,Rain,Minor,27.0,0,4
ACC-012692,2023-12-18 23:00:00,Da Nang,Highway,Rain,Minor,14.3,1,2
ACC-012693,2024-09-05 23:00:00,Ho Chi Minh City,Urban Street,Fog,Minor,17.3,1,2
ACC-012694,2023-09-22 12:00:00,Ho Chi Minh City,Urban Street,Fog,Minor,14.0,0,1
ACC-012695,2025-10-14 00:00:00,Da Nang,Residential,Clear,Minor,27.4,1,2
ACC-012696,2025-10-25 10:00:00,Hanoi,Urban Street,Clear,Minor,18.6,0,3
ACC-012697,2024-06-11 17:00:00,Hanoi,Urban Street,Rain,Minor,14.1,0,3
ACC-012698,2023-09-18 20:00:00,Hanoi,Residential,Fog,Minor,19.0,0,1
ACC-012699,2023-11-24 00:00:00,Hanoi,Bridge,Clear,Moderate,55.7,1,1
ACC-012700,2025-03-18 17:00:00,Hanoi,Bridge,Clear,Moderate,26.2,0,3
ACC-012701,2023-10-15 02:00:00,Ho Chi Minh City,Residential,Clear,Minor,25.1,1,4
ACC-012702,2024-02-11 10:00:00,Hanoi,Bridge,Clear,Minor,19.4,0,2
ACC-012703,2024-10-07 15:00:00,Ho Chi Minh City,Highway,Clear,Minor,21.1,0,1
ACC-012704,2023-03-14 04:00:00,Nha Trang,Highway,Clear,Moderate,24.9,1,4
ACC-012705,2023-11-01 00:00:00,Hanoi,Residential,Rain,Minor,11.8,1,2
ACC-012706,2024-11-07 16:00:00,Hanoi,Residential,Rain,Minor,19.5,0,2
ACC-012707,2025-01-26 08:00:00,Hanoi,Intersection,Rain,Fatal,184.5,0,3
ACC-012708,2024-01-15 20:00:00,Ho Chi Minh City,Urban Street,Clear,Moderate,54.2,0,4
ACC-012709,2024-01-14 10:00:00,Hai Phong,Urban Street,Rain,Minor,36.2,0,3
ACC-012710,2024-03-09 18:00:00,Hanoi,Residential,Clear,Minor,25.2,0,1
ACC-012711,2023-07-21 00:00:00,Hai Phong,Residential,Fog,Minor,12.8,1,2
ACC-012712,2023-12-21 03:00:00,Hai Phong,Urban Street,Fog,Minor,16.3,1,4
ACC-012713,2024-01-22 09:00:00,Hanoi,Highway,Clear,Minor,24.7,0,1
ACC-012714,2024-11-14 07:00:00,Ho Chi Minh City,Urban Street,Rain,Moderate,57.0,0,3
ACC-012715,2024-02-02 21:00:00,Hanoi,Residential,Rain,Moderate,39.9,0,3
ACC-012716,2023-09-11 21:00:00,Hanoi,Intersection,Clear,Minor,10.8,0,3
ACC-012717,2023-12-06 18:00:00,Can Tho,Highway,Clear,Severe,104.1,0,1
ACC-012718,2025-01-21 13:00:00,Da Nang,Urban Street,Rain,Minor,24.0,0,1
ACC-012719,2023-08-12 23:00:00,Ho Chi Minh City,Intersection,Rain,Minor,27.5,1,3
ACC-012720,2023-10-07 00:00:00,Ho Chi Minh City,Highway,Clear,Minor,18.2,1,3
ACC-012721,2023-06-17 21:00:00,Ho Chi Minh City,Highway,Rain,Minor,21.7,0,2
ACC-012722,2024-10-09 08:00:00,Ho Chi Minh City,Residential,Clear,Minor,16.1,0,1
ACC-012723,2023-12-09 20:00:00,Hai Phong,Intersection,Clear,Minor,17.5,0,4
ACC-012724,2024-01-11 17:00:00,Hanoi,Intersection,Clear,Fatal,166.7,0,3
ACC-012725,2023-01-23 00:00:00,Hanoi,Highway,Storm,Moderate,30.3,1,3
ACC-012726,2023-11-23 15:00:00,Ho Chi Minh City,Bridge,Rain,Minor,35.0,0,4
ACC-012727,2024-05-18 09:00:00,Ho Chi Minh City,Highway,Storm,Minor,15.0,0,4
ACC-012728,2024-04-13 06:00:00,Ho Chi Minh City,Urban Street,Clear,Moderate,47.1,0,3
ACC-012729,2023-09-08 15:00:00,Ho Chi Minh City,Highway,Clear,Minor,16.0,0,4
ACC-012730,2024-05-02 02:00:00,Da Nang,Residential,Clear,Minor,23.7,1,1
ACC-012731,2024-02-11 06:00:00,Nha Trang,Urban Street,Clear,Minor,24.3,0,2
ACC-012732,2025-10-15 13:00:00,Hanoi,Residential,Storm,Fatal,131.7,0,3
ACC-012733,2023-05-17 17:00:00,Da Nang,Intersection,Clear,Moderate,29.4,0,2
ACC-012734,2024-07-14 18:00:00,Ho Chi Minh City,Highway,Clear,Minor,20.9,0,4
ACC-012735,2024-04-01 19:00:00,Da Nang,Intersection,Clear,Minor,33.0,0,1
ACC-012736,2024-08-08 04:00:00,Hanoi,Bridge,Clear,Minor,13.6,1,3
ACC-012737,2023-10-04 14:00:00,Hanoi,Highway,Clear,Minor,26.4,0,3
ACC-012738,2023-08-15 18:00:00,Can Tho,Intersection,Rain,Moderate,45.2,0,4
ACC-012739,2023-04-11 19:00:00,Ho Chi Minh City,Urban Street,Clear,Minor,21.8,0,3
ACC-012740,2024-06-17 08:00:00,Hanoi,Bridge,Clear,Severe,35.1,0,3
ACC-012741,2025-07-17 16:00:00,Ho Chi Minh City,Urban Street,Fog,Minor,22.6,0,2
ACC-012742,2025-04-14 20:00:00,Ho Chi Minh City,Residential,Clear,Minor,19.5,0,3
ACC-012743,2025-03-06 19:00:00,Hanoi,Bridge,Rain,Minor,17.1,0,1
ACC-012744,2023-05-02 09:00:00,Da Nang,Intersection,Clear,Moderate,46.6,0,4
ACC-012745,2024-03-10 00:00:00,Can Tho,Intersection,Storm,Minor,22.0,1,2
ACC-012746,2023-11-02 19:00:00,Ho Chi Minh City,Highway,Rain,Minor,13.0,0,4
ACC-012747,2025-11-24 08:00:00,Hanoi,Highway,Clear,Fatal,71.9,0,1
ACC-012748,2024-10-18 22:00:00,Nha Trang,Intersection,Rain,Minor,19.6,1,3
ACC-012749,2024-12-04 15:00:00,Ho Chi Minh City,Residential,Clear,Minor,14.8,0,2
ACC-012750,2025-12-16 00:00:00,Hai Phong,Intersection,Rain,Moderate,18.9,1,3
ACC-012751,2025-01-16 08:00:00,Hanoi,Bridge,Rain,Moderate,65.1,0,3
ACC-012752,2025-04-11 09:00:00,Da Nang,Intersection,Rain,Minor,12.7,0,1
ACC-012753,2025-12-01 08:00:00,Can Tho,Bridge,Storm,Minor,18.2,0,2
ACC-012754,2024-05-13 16:00:00,Hanoi,Highway,Clear,Minor,18.5,0,1
ACC-012755,2025-07-14 18:00:00,Hanoi,Bridge,Clear,Minor,20.6,0,1
ACC-012756,2024-09-09 19:00:00,Hanoi,Intersection,Rain,Minor,21.8,0,2
